AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,TRV,UNH,V,VZ,WBA,WMT
115541600,4504300,5524300,15504600,6179000,7084200,29925300,16401800,10185500,8056100,3312400,4084600,3297800,5859000,51828400,8054800,13985700,22045300,3174200,5090400,13035000,46444500,6932200,1404100,3500500,12380600,25182400,10731000,6731200
86213900,2498200,3471200,12265100,4026400,6387100,22438500,16169700,8573300,6659400,3303700,3406800,3053300,6206400,35386100,8154700,14584900,20841700,2496500,2987900,10803300,40950400,6695000,1290300,3148600,12247200,33045600,6054500,6774400
84914300,2397800,2841400,7843700,3492300,9378900,23316700,10906700,9529900,5463400,2742400,3839300,2835900,5357200,37962700,7382800,12441100,20225600,2371500,3191300,13988200,36636000,5491700,1827600,3026800,10590500,24160200,5927300,6049900
89418100,3002400,3380900,7054700,2748200,12826600,19260500,9447700,9820600,5363800,2372900,4009700,8679900,6100800,42145800,6240400,12474900,19440500,2242200,2608700,19181400,43730000,5240200,1280200,4370900,9968000,21219800,5413300,6913700
82465400,3162000,4075800,5952600,3930800,6176500,19675900,13034700,8061100,4995100,3762300,3728100,5479900,4142000,32431500,6392200,16654400,17403700,1989700,4046500,10716200,35096500,4313400,1615900,3066400,10848100,16199800,6438200,7345500
77251200,3596400,3260800,11816900,2402000,3922300,14450200,18422500,10937500,6214400,2635600,2809300,3457800,3759000,27558500,6065700,12572300,17846400,1959300,2441100,23615300,28533300,3877500,1635000,2937200,5984500,15438900,5010200,6670100
74829200,8394800,5133900,7356200,2407100,5628700,15219900,11021600,9231700,5595500,3422300,3225100,2735800,4181800,28051200,6296100,20411400,18771700,2920000,2373900,17486500,32421200,5829400,2331500,3534700,7542000,13911700,7479600,6486300
71285000,5075200,4614200,7587700,2743700,6107700,19136700,10140800,22877400,5515900,2250400,2777500,3210500,5393500,35217300,5387500,9131100,23595600,2379300,2143600,15183100,31284700,4551000,1512500,2818100,7772800,16449300,10266500,7157900
90865900,5035000,4511100,11695900,3538500,5312600,19730600,11012700,42500300,6537200,2406200,4291800,3659600,5978600,32762700,10355300,16455600,23561500,3246600,3633200,12437600,45386200,5142600,1587100,2626100,6794600,18644400,7382600,9270200
98670700,3557700,4834900,11443700,3826700,8165600,20132500,12821200,17975200,6042100,3142100,3308700,5323500,4176200,37208200,13125300,16830000,22781400,3592700,3632700,9342300,39175600,6710500,1460300,2493800,7535200,18833100,7927400,7911100
86185500,3931500,3841300,6481400,2730500,7005900,21868400,15945000,14694700,4472000,2585600,3654300,3156800,5345300,28456900,8967600,17026500,23641300,2825800,4634400,9881100,36359500,6841200,1673400,2549500,8280800,16081700,6819700,9787800
62527400,2474500,4134300,10448500,2752600,6353000,17678000,11746800,12726000,4076800,1846400,3552500,2828500,4394000,35837900,6631400,9500000,13408700,2171500,3335800,11425600,27058300,7820200,1174800,3001000,9461700,12824100,5060800,7274800
61177400,2369000,4122600,5698900,2253900,7072700,20388700,11348800,10656400,5613600,2165300,3594900,3085600,4875600,26022900,8482400,9076500,15484700,2941800,4470000,9981300,29982100,4817500,1224600,2651800,9561300,17277700,4655400,9496900
69589300,2157000,3051700,6176600,4699600,8820100,32884700,10073900,8110300,3927800,3102400,3927000,3075900,6797000,32030600,6227600,11367500,21468700,2831900,6207700,8889300,32461600,5202300,1126400,2403100,8131200,17462500,4414800,17943800
82772700,2795800,2806300,6973600,4385200,6691800,35626200,10691800,10785500,5078900,2910900,5526100,5038400,4609200,76520100,6423200,11733300,21975000,2813500,5018800,8780500,34264000,5177400,1166400,2992300,8121200,20298500,4599100,10367800
91162800,2835900,3420600,10382100,3488000,8434800,25188300,19428700,12227200,5664000,2590800,19752800,4008000,5349700,57093300,6868900,11333500,21731400,3980500,4509100,9052500,41736100,9604500,1835900,3029800,9928800,19858400,7622900,8460300
90009200,2994800,3562100,7326300,3550400,7784300,22033700,16134200,9300700,5155100,2217300,11026000,3582400,4086400,38176700,8016900,11799000,19248500,3497200,3846600,9659100,37811200,7636600,1374100,2840300,8669900,17841900,5040400,7010300
141147500,3746700,5886600,12207600,5919500,11792600,27739300,22108900,12475500,8108500,4564000,8416700,5899700,6563200,72740100,12883400,25655100,27207400,4856000,6107100,21135600,56989700,8417200,2460900,3933000,13463400,30079700,8433700,10572500
91974200,3557100,5426200,8730300,3594600,5853600,18963700,28028000,10149500,5445200,2980500,6510600,5001000,4460900,39266300,11340400,18367700,21487800,4549700,6732700,13665900,32546700,5424500,1508100,3314400,8463600,31444200,5700000,8332600
95056600,4738100,5787800,9859300,5168500,7904700,23868700,24394300,10834700,6438200,4245700,5735100,4111100,6757300,41946100,9373500,31315300,25879100,4410400,4215300,14126100,34627500,6613300,1866600,3918300,8409400,30593900,7033000,8762200
83474400,4573500,8562500,11799500,5110600,12587300,17799600,31159900,8944000,7668100,5631500,5640900,5463000,4873300,53853000,8737800,36840400,15871100,3910700,3313900,9807300,31217800,6534000,1677800,2917600,9317800,24693100,5292000,8008300
79724800,3387200,4058800,7463400,5849900,16670100,18660000,31329500,7851000,6499800,3469900,5645600,5340700,4891400,46936500,6793300,19405600,17319100,4482000,3734600,9697500,31873000,7743900,1441700,3675900,8865700,20712900,6247200,7954600
76678400,3638400,3339900,12424500,4429700,6559900,16794600,22492900,8048400,4514800,2393700,3858400,5022900,5206600,36389900,7333700,16640800,21262800,4707400,3804200,8191100,27314500,4576500,1170900,3139400,8610000,27577700,7234300,9961700
83737200,3764400,5348600,13084000,4334700,6813600,16729000,29034400,12913000,5869500,3293100,3630900,5062000,4402400,38310700,6302500,21016000,17163000,4184100,3235200,12216300,32356500,7084500,1156800,4170100,10912300,26913800,9597600,11858800
96418800,3713200,7760400,12847500,6912300,7043500,21350900,34824700,14549700,6987800,3689900,4670000,3533800,5047400,43813700,11663400,27560100,29151400,5425000,4554000,14008400,43157200,11383400,1394800,4123300,13412400,24962800,6674400,15290000
131148300,2974900,7058900,13715500,9318600,8229000,23642400,57231000,16552000,6583400,3596400,5092500,4575000,4887600,44813900,11100300,19207800,30242100,5258800,4605300,10184100,48159500,9089400,1510300,3849500,11070900,36526700,5710100,9435200
91454900,2640900,4788200,10062100,4798300,6881300,19150900,43430000,14673100,7484700,3202100,4443600,2899400,4403500,36076500,7248200,17536200,23022700,5630500,3337300,9746000,35204500,8845100,1358900,3115500,8457600,23049800,5408400,7374300
105342000,3957200,3840900,8364100,4886300,5604200,18550900,34913600,8447200,5421000,2232600,3895200,2455400,5326800,36456000,6171400,15604200,20887300,5444900,3794000,8972200,30628000,7167400,1445900,2834800,7061600,17501800,4999800,9170900
96970100,2667000,3000000,9373600,4045500,5196900,20330300,28423600,7058400,6140000,2613500,2973300,2725500,4119600,27082100,5188000,20061800,19855600,6126300,4149400,9424500,27209300,5882000,1391700,2615000,5432100,20838500,5738000,6387400
108732100,2902700,4614600,8138900,3530700,5665500,17977500,25156200,9971500,5836200,2342200,3604200,3002100,3289200,35993900,7729500,15786900,17799400,4436100,3910100,10085400,30660700,13884900,1945600,2704100,7994700,23124100,5277600,7548800
92964300,3178200,3827300,8051500,4364200,5276300,18829100,28534400,9834800,8354400,2140700,3775300,3922800,4021200,34448900,10554400,15096600,18607200,5087400,3337300,11403000,34245100,10431300,1730500,3043000,8277700,20477600,3850000,7624200
102300200,4220300,5239300,12077500,4378700,6043400,21821800,22299700,10638700,6154800,3468500,3942400,4132700,4292800,38885500,9603300,20354900,17347300,4173200,3813800,10944000,37826300,11100400,1923200,3497100,9232300,28500700,7484100,8205300
75615400,3262300,6398900,8126600,3600400,5842600,18830500,15750700,6816000,9420600,2403500,3123200,3153500,3671900,28555000,7472100,17050500,15586200,3752800,2786700,10279400,30816600,6845300,1641900,2357200,6668500,22931500,5736100,6341000
123511700,7617100,8744100,12849600,4105100,12220600,51807200,23214700,11308800,9510800,5861900,9409600,8748600,7466000,46237100,13809500,23656500,30197800,5336500,7882100,21064800,43390600,10350900,3953800,5065600,14620800,70390600,11369500,10411100
95811400,2385200,3166200,27369600,2902200,6448700,29174600,13180600,9090300,4836500,3401200,4521200,3500600,3384600,32910900,7574900,12676100,17440100,3704000,4514900,10478300,28351200,14388500,1383900,2617700,6101500,39892800,5642400,7116900
81532000,2212200,3007000,14378500,2461500,7018800,29287900,11063900,8511600,5136700,2840200,4852800,2369500,2690200,27923300,8442100,13548600,17559500,2938100,4252000,10016600,27599700,19731200,1423000,2752500,6259900,28676600,7009800,6745000
98062700,2533100,3664600,8297800,2001700,8404700,19742100,10755000,8761300,2936100,2196800,5207700,1816100,2924500,37126400,5254200,12093200,15529200,2200500,2637200,8470400,25715400,8068800,937500,2753200,6008000,25988800,7986700,6541800
90131400,2349000,2424400,7094400,2110900,4150300,20551500,9024800,5858800,3611400,1944100,4599900,2197800,2971100,51677900,5012300,10017600,13151300,2337500,2028100,7605000,24484500,5853800,959100,2789200,5487000,21087300,5413600,4480300
80546200,1424500,1871900,6365600,1581100,3656500,18090600,10254700,5949400,3962900,1580800,5176500,2543100,3530200,33239800,4809500,8383500,12259800,2134800,2247800,7125600,22566500,6287000,855600,2551100,5051400,18765800,4694200,4695100
90371900,2045300,3043700,6904100,3072500,4290900,17164600,9992000,8456100,3879300,2182600,3936600,3270500,2483500,22932400,5604200,10818100,11485200,2041800,2679900,7071900,29578200,5804100,593600,2643000,4316800,21688600,4496800,6701900
100589400,2230600,2764100,8438700,3667800,5370400,20036500,15102600,11280700,4225600,2378700,5306100,3350300,5791000,27303700,5933400,11316500,14720600,2657400,2693200,7398700,30393400,7275900,1369900,3478400,8032500,28193400,5122900,6644800
92633200,2593300,2278000,9959300,2507400,4951200,16125400,9906000,7922400,3145900,2650200,7223800,2427500,2622900,24623300,6277600,8771000,13641000,2227300,2395100,9326600,28163600,5545800,959100,3041200,7084000,23821200,8034400,8330500
103049300,3102800,3801600,6447900,3152100,7141300,27587700,10395900,12306500,4302100,2632000,11044600,3276000,4274000,43698300,11490400,17353900,16822900,3803400,3193800,12466800,33422100,7206500,1178100,3979700,10759500,31027600,23284700,9054600
78751300,1883900,2647000,4862100,2618300,6007900,17465100,8795300,10341000,3317100,2444800,5554600,2286600,4012400,46598600,6525600,15721300,12644900,2023000,2196400,10086700,27110500,5807500,1079800,2344100,6559600,30550300,15009400,6979900
76468400,3518800,2971400,7792100,2181300,7843600,19629200,8718600,8174600,3650000,2569400,4659500,2051200,2809800,23784900,6860600,17416400,11505800,2500700,2631800,9039600,24289600,5307300,1026200,2657500,8521200,25793000,9752600,8444200
73401800,2180800,2974700,9371600,3582100,7304600,16063600,9538200,8694100,3432500,2573900,4376100,2293800,3107200,25779200,7446100,12110300,15721200,2532500,2148600,12040900,23156700,5707800,835400,3268600,4658000,23150600,7911800,6219300
89058800,3869000,3143300,8173900,2783300,7171300,19644100,9269000,11679700,4977000,3151300,6499900,2942500,3958100,31518700,10330900,12914700,19267400,2886000,2705500,13924300,40110400,6961000,1021500,3955600,7430000,28661700,10504500,9339500
77594700,2674400,4062400,7517800,2253600,5246000,15739000,8018400,9858700,4644800,3562600,5241000,2201500,3538300,24117000,7385200,12994200,13960800,4041800,2199000,13104300,31411200,5320500,874800,2867000,6995100,22790600,9526400,9029400
76575500,2745800,3075600,6524100,2450200,3897700,18148200,10801200,6702000,3913900,3294200,5741900,2877800,3143300,22167300,7144500,13126900,12703500,2551000,2790500,11409300,24361900,4877400,1120600,3986700,5438600,24852200,6164900,7764800
72246700,2975200,4816800,6001100,2494700,5173800,20992100,10206100,9915300,2760400,2747700,4100600,2700700,3202500,30352500,5932000,10466400,12720100,2326700,2478800,14381000,34569300,6365400,1219500,3574000,6942700,33614900,7698500,8237600
79265200,2261100,4348900,6125100,2508200,4832200,25254200,9528400,7885600,4137300,2365200,4122600,3098800,2691000,29861400,5957500,12989900,18089900,2724900,2612900,12543000,30966700,5146800,1116700,3575700,7446600,21136400,5168200,8920400
70618900,2402800,2980600,7399900,1898900,8733000,17004600,7330700,7694500,3465600,3022900,3185300,2391300,3064900,22171300,5643100,30838000,11883000,2133800,1992100,12743800,21907200,5119300,847300,3012000,8052900,19798000,12014100,9761500
75329400,2861800,2667100,5144600,5337900,5126700,18024800,9421100,7283500,7000200,5460900,4569200,4275800,6384200,36181800,6188200,18835200,16388400,2105900,2331100,22096100,28221600,12811300,992100,4211300,8191600,16915100,5289700,7453500
69023900,3615500,2182700,5042600,3644000,4899500,13990700,7639000,10571000,4958900,3653400,3192400,1958000,4884200,25593100,6318700,11834400,11679400,1426600,1775800,7995100,20778000,5298200,1351500,2087100,4744400,14394300,3679100,4890600
67723800,2355100,2713800,7485600,2689400,6120400,15490900,6970200,12767200,5292500,2774800,3389700,3340700,7971400,31483100,14380800,15015400,11993800,2324500,2296000,8494700,22297700,7346100,2750300,2207600,5028800,12890000,5328200,5285000
67929800,1888100,2256200,6824300,2907700,6015400,19526200,7495000,36465700,5021500,3040100,4720800,2622900,17859200,22787100,8044900,13430200,14827100,2278700,1979900,8719400,22906700,5309700,2340300,2986300,7178300,19563400,5661600,6607200
87227800,2117300,3973200,7446100,3571400,9119500,17147300,14594800,18688600,10282500,3097800,3014200,2418200,9922300,27316900,6969200,12174200,15120400,2476900,2337200,8562400,29454600,6562400,1846800,2539900,8850300,32821100,7106000,6056100
84882400,2617800,4373700,6372400,5053700,8843900,17693000,12160100,19472800,7439400,3125200,4043200,3040800,6508600,28219900,8003600,14318800,14902200,2643600,3157400,7914000,29405800,7321700,1541400,3453300,6201100,44958400,5956500,7015400
96046400,2271000,4408900,6293100,4145500,7988900,18677000,15449800,16491000,7252100,3093600,4396900,2397500,5748300,35999300,11176500,17149000,25082000,2523000,3432200,10573400,35678900,6512500,1502600,3030400,6839400,46028400,6572700,6019200
95623200,3306000,3728100,9277300,4176700,8073300,19238300,9810600,16116000,6612800,2791700,3415200,2849000,4956200,35356600,10190000,17209500,21982600,2948500,4840400,9009600,46518400,7977900,1807100,2895300,8155300,29507700,6051100,6533700
88063200,2973500,4085800,40371700,3358300,9644600,33668600,10396600,15553000,5412300,2469300,3446200,3053500,4369100,28320900,11090100,17215200,16971000,2706500,3124300,10781300,63477700,6007800,1827500,3353700,15955800,30582000,6936900,5832300
130216800,6609500,2703200,13518800,6092800,10614800,20170700,9366400,23192100,5532300,2176000,4149500,3424500,4474300,41097000,9403900,13015600,22010600,3547400,2537700,21092300,33646600,6551600,1020700,2582700,10799100,33011700,6055500,4985300
131747600,4029300,3210100,10880300,3404000,7110800,20281400,14713200,16907000,6499800,3129600,4878200,7248500,5078700,70765900,8463100,14874800,20137100,3388000,4152300,15914200,37073900,5867900,1329700,2873200,7965000,41014200,11835500,7029600
123055300,4154800,3881800,12399200,2639500,6278400,22499200,11559000,14300700,7250100,2968100,4233900,7099600,4213500,45446500,7145400,18545000,24970300,3418700,3717300,12124900,35151100,5428400,1496600,3184300,8803700,33309400,7691500,6672000
88966500,2443800,3152300,10149500,2121100,5047700,15828200,8827200,11149500,4599500,2606200,3336600,5359800,3688600,40158400,5898700,15720900,21686300,2562000,2508700,8425600,25978600,8201200,1077600,2763400,6616900,33263100,6968800,5983500
108256500,2494900,2930400,9550600,3023700,7563100,23942300,9183200,11488300,5589800,2629400,4021300,5483700,5932600,44625600,5923000,17128500,19780200,3289300,3694200,10763500,33599300,6924000,1474100,4002600,7191100,29564600,9181800,6674200
130525300,3357100,2987100,7950800,3005600,8379400,24846500,9807600,12720200,6530600,2622100,4959600,5759000,5957400,52996700,7089200,15055400,20155200,2925900,3315900,9548300,43260400,8411600,1486400,3359700,7749600,20664300,7885000,7744800
116124600,4682100,3129800,7697900,2268400,7232700,21743900,10418100,12525200,5807800,2375600,4325300,3624800,7306400,40916600,6434000,14417900,18984000,2964500,2470300,12227400,37780300,11237500,1216700,3260300,8825300,19322000,10631800,11419400
131577900,4376300,4485200,12593800,2929900,9997800,22421200,14110700,17941600,7266900,3234000,5243600,3781400,7647900,44925800,7855200,14312300,20055300,2918900,4163100,11901500,47726000,7506000,2043500,3862700,10314100,24391300,8900400,9402400
115366700,4234800,3014800,11781400,3040400,8598700,21741100,11636000,15657700,7885500,2798400,4392900,4767500,8642400,42770000,8186700,16382400,21322200,3070800,3503200,12370800,39336400,7526900,1468300,4275500,11016500,23007300,8095900,8287100
142689800,3411700,2644300,11388400,2552400,7220100,23872100,9105500,26933300,5683300,2320600,3880500,3283900,5301100,40351700,6138900,14630300,19648400,2833200,2748000,16338600,48975900,6611800,1170000,3936300,9427300,20133200,6218400,9292900
182602000,3733300,5314800,15891300,3282000,10187500,25951000,8936400,36298800,6035700,3408300,4447700,3990300,5384800,42329600,6898600,16318800,22574700,2861000,2819000,14210200,51033800,10245400,1315300,3997600,9308600,21623900,6545700,8414800
113990900,2631900,3625100,20891500,2323800,6499700,18954500,9229900,16782600,3924400,2152500,3949100,3237400,4195100,32034100,7732200,10443200,16167000,3255200,2753300,10308100,34925100,9618800,1189700,2453400,6684500,21080500,5781800,6654100
86643800,2414500,2811300,10631600,2540800,5065800,20254500,13296300,11993600,4028300,1568800,4267900,2624200,4250400,25071900,5516700,10269000,13223200,2147100,2713700,13999000,32550900,5722500,1259000,2338800,5161300,22754700,4919200,7149700
78336300,2344100,2928100,12154200,2275900,7317700,18780600,12827600,11847600,4502600,2096200,12425900,2723900,4372900,28596600,5751100,11160200,21300600,3204900,2106800,17582800,28828800,6026100,1300800,2289000,7265600,22043100,7089800,44313400
109742900,3376800,2697700,9567600,4723300,7454400,40672700,13107500,11794000,4623900,2033200,7799500,3185900,6003000,35218400,8608800,12664900,31437300,3946100,2958700,12717600,31356000,8188300,1094300,3240500,8748200,22365100,15164100,34751000
136095600,2414200,2768300,8075800,2887700,8382200,97674600,10958700,11285000,4988400,2108800,5211500,3126200,5819700,29181000,6874500,12765800,31493900,3518300,2746700,11121600,32692300,7702000,1110900,3813800,9012400,23186400,8323600,23669500
137426100,3860500,2982500,18822200,5404500,9068700,46148700,9615000,15650400,5232200,2201100,5621800,3884100,6914500,44802300,7522100,13150100,29133800,3208200,4195400,11757100,39199300,7621900,1959700,3068200,6966600,24181800,7370400,16452000
117726300,2272600,2726600,9341500,3246600,6148800,27366600,10216400,14402400,6582300,2653000,4305600,3726000,3591500,27199500,7040800,24376700,19406900,3053500,2836100,9067000,33175400,7136400,1453600,2279800,12187400,16761800,6888700,14560300
104132700,2667300,2817800,9092400,2467800,6928400,30053900,9782700,13970200,4664400,1870900,4241900,2842400,4189700,29837500,6419800,19324900,16154200,5258200,2638800,9021000,29043900,6023400,1008100,2658100,7458500,25414700,5290600,11528300
92482700,3538400,4381000,7707900,3080200,7436800,25504600,10174500,11026600,6264900,1929500,4612900,2512000,3299300,26283100,6558900,12780400,15360500,2641700,1876900,11177700,28547900,7158800,1192300,3161600,5457200,19831500,5544100,9040600
90601500,2222300,2463900,8333900,2016000,6697700,28294700,11213900,11297800,5732800,2440400,4170800,2238600,3929300,28826700,6897600,15990900,16159800,1972300,2127300,17249500,25002100,6520300,943100,2705800,9212300,15500400,7261800,9399200
